,RMSE,RMSE,MAE,MAE,R2,R2
,mean,std,mean,std,mean,std
model,,,,,,
GNN,0.10129184451695042,0.003778905454949695,0.06066079065203667,0.002698214647099262,0.928988003730774,0.005258789118989805
Magpie,0.13038166986901306,0.001121911213691826,0.07740021281457032,0.0015608800442938567,0.8824674081183759,0.002029568044450924
raw Hybrid,0.10195344195325358,0.002787195086198409,0.05797776014645887,0.0016913455799279376,0.9280943729314416,0.003940903179085028
