material_id,energy_above_hull,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,density,vpa,packing fraction
mp-864672,0.0,14.0,43.0,29.0,35.25,10.625,43.0,47.0,78.0,31.0,57.75,10.125,53.0,28.0855,98.0,69.9145,79.24797,25.581235000000003,98.0,1687.0,2750.0,1063.0,2324.25,318.625,2430.0,5.0,14.0,9.0,8.25,2.875,7.0,3.0,5.0,2.0,4.5,0.75,5.0,111.0,164.0,53.0,142.25,15.625,147.0,1.6,1.9,0.2999999999999998,1.825,0.1124999999999999,1.9,1.0,2.0,1.0,1.75,0.375,2.0,0.0,2.0,2.0,0.5,0.75,0.0,0.0,5.0,5.0,3.5,1.75,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,5.75,1.25,7.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,4.0,4.0,1.0,1.5,0.0,0.0,6.0,6.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,5.25,0.875,5.0,14.285,20.44,6.155000000000001,16.7975,2.5125,14.285,0.0,0.773,0.773,0.19325,0.289875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.0,17.0,194.0,9.021252243365542,14.587148964200384,0.6676650762333486
mp-864744,0.0,12.0,67.0,55.0,42.25,15.125,45.0,33.0,68.0,35.0,54.75,10.875,59.0,24.305,164.93032,140.62532,98.76158,37.22829,102.9055,923.0,2237.0,1314.0,1786.0,451.0,2237.0,2.0,9.0,7.0,5.75,3.25,9.0,3.0,6.0,3.0,4.75,0.875,5.0,141.0,192.0,51.0,154.25,18.875,142.0,1.23,2.28,1.0499999999999998,1.775,0.5049999999999999,2.28,1.0,2.0,1.0,1.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,4.0,4.0,8.0,0.0,11.0,11.0,2.75,4.125,0.0,2.0,13.0,11.0,8.25,3.125,9.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,3.0,3.0,0.75,1.125,0.0,0.0,3.0,3.0,2.25,1.125,3.0,13.64,30.7333333333,17.0933333333,20.225833333325,6.585833333325,13.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,209.5,15.5,225.0,9.55902377286256,17.156298173862282,0.833490611807446
mp-864684,0.0,42.0,77.0,35.0,65.75,11.875,72.0,45.0,60.0,15.0,50.0,5.0,45.0,95.96,192.217,96.25700000000002,161.28925,32.664625,178.49,2506.0,2896.0,390.0,2661.75,155.75,2506.0,4.0,9.0,5.0,5.75,1.75,4.0,5.0,6.0,1.0,5.75,0.375,6.0,141.0,175.0,34.0,161.25,13.75,175.0,1.3,2.2,0.9000000000000001,1.74,0.44,1.3,1.0,2.0,1.0,1.75,0.375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.0,2.0,2.0,0.0,14.0,14.0,10.5,5.25,14.0,6.0,23.0,17.0,16.25,5.125,18.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,6.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,6.25,1.75,8.0,14.21,22.2,7.989999999999998,18.575,3.625,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,210.5,16.5,194.0,15.394966584913169,17.39651702712488,0.779942148782465
mp-864747,0.0401802833333291,12.0,81.0,69.0,60.25,24.125,81.0,33.0,76.0,43.0,63.25,15.125,76.0,24.305,204.3833,180.07829999999998,149.50047999999998,62.59774,204.3833,577.0,1747.0,1170.0,956.0,395.5,577.0,2.0,13.0,11.0,7.75,5.25,13.0,3.0,6.0,3.0,5.25,1.125,6.0,141.0,192.0,51.0,155.75,18.125,145.0,1.23,1.62,0.3900000000000001,1.445,0.175,1.62,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,10.0,10.0,5.0,5.0,10.0,0.0,14.0,14.0,9.75,4.875,14.0,2.0,27.0,25.0,17.25,9.75,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5,2.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.75,1.125,0.0,0.0,5.0,5.0,3.25,1.75,5.0,22.89,30.7333333333,7.843333333299999,26.860833333325,1.985416666662501,26.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0,0.0,194.0,0.0,194.0,9.631162031969476,25.77585000005738,0.9121744624714748
mp-864734,0.0,46.0,72.0,26.0,53.25,9.375,46.0,45.0,75.0,30.0,61.0,8.0,62.0,106.42,178.49,72.07000000000001,126.537,25.976500000000005,106.42,429.75,2506.0,2076.25,1647.9625,609.1062499999999,1828.05,4.0,13.0,9.0,9.25,2.625,10.0,5.0,6.0,1.0,5.25,0.375,5.0,139.0,175.0,36.0,148.75,13.125,139.0,1.3,2.2,0.9000000000000001,1.87,0.33,2.2,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.25,0.375,0.0,2.0,10.0,8.0,8.0,3.0,10.0,0.0,14.0,14.0,3.5,5.25,0.0,10.0,18.0,8.0,12.75,2.75,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,8.0,8.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,3.25,3.25,0.0,14.41,24.26,9.85,18.82,4.41,14.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,225.0,86.0,195.75,29.25,225.0,12.000205652861432,17.50966927086181,0.7736460074339631
mp-864675,0.0,7.0,70.0,63.0,44.8,30.24,70.0,39.0,82.0,43.0,56.2,20.64,39.0,14.0067,173.054,159.0473,109.43508,76.342704,173.054,63.05,1092.0,1028.95,680.42,493.8960000000001,1092.0,3.0,15.0,12.0,7.8,5.76,3.0,2.0,6.0,4.0,4.4,1.92,6.0,71.0,187.0,116.0,140.6,55.67999999999999,187.0,1.26,3.04,1.78,1.972,0.8544,1.26,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.2,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,8.4,6.719999999999999,14.0,5.0,16.0,11.0,11.6,5.279999999999999,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.2,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.2,1.44,0.0,14.76875,34.12,19.35125,26.3795,9.2886,34.12,0.0,6.437,6.437,2.5748,3.0897600000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,212.6,14.88,225.0,11.177535706409314,16.256470307494872,0.856872177217946
mp-864758,0.0403653525000002,11.0,49.0,38.0,20.5,14.25,11.0,2.0,75.0,73.0,20.25,27.375,2.0,22.98976928,114.818,91.82823072,45.94682696,34.43558652,22.98976928,370.87,429.75,58.88,385.59,22.080000000000013,370.87,1.0,13.0,12.0,4.0,4.5,1.0,3.0,5.0,2.0,3.5,0.75,3.0,142.0,166.0,24.0,160.0,9.0,166.0,0.93,1.78,0.85,1.1425,0.31875,0.93,1.0,2.0,1.0,1.25,0.375,1.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,10.0,10.0,2.5,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,12.0,4.0,4.5,1.0,0.0,1.0,1.0,0.75,0.375,1.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.0,1.5,1.0,24.26,29.2433333333,4.983333333299999,27.997499999975,1.8687499999874992,29.2433333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,229.0,90.0,206.5,33.75,229.0,2.627304399268417,29.03984071325415,0.7652039608659347
mp-864741,0.0,70.0,82.0,12.0,75.75,5.75,70.0,39.0,81.0,42.0,58.75,19.75,39.0,173.054,207.2,34.14599999999999,189.422825,16.368824999999994,173.054,577.0,1092.0,515.0,840.4025,251.5975,1092.0,3.0,14.0,11.0,8.25,5.25,3.0,6.0,6.0,0.0,6.0,0.0,6.0,145.0,187.0,42.0,166.25,20.75,187.0,1.26,2.33,1.07,1.6175000000000002,0.3575,1.26,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.75,0.75,0.0,0.0,10.0,10.0,5.0,5.0,0.0,14.0,14.0,0.0,14.0,0.0,14.0,16.0,28.0,12.0,21.75,5.75,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.25,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.25,2.25,0.0,26.91,34.12,7.209999999999997,30.815,3.304999999999999,34.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,217.25,11.625,225.0,11.92291129239693,26.380501370062724,0.9292709236354542
mp-864743,0.0,48.0,81.0,33.0,67.25,9.625,70.0,39.0,76.0,37.0,56.0,17.0,39.0,112.411,204.3833,91.9723,165.725575,26.6572875,173.054,577.0,1092.0,515.0,838.8050000000001,253.195,1092.0,3.0,13.0,10.0,7.75,4.75,3.0,5.0,6.0,1.0,5.75,0.375,6.0,144.0,187.0,43.0,165.75,21.25,187.0,1.26,1.69,0.4299999999999999,1.4575,0.1975,1.26,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,14.0,14.0,10.5,5.25,14.0,12.0,27.0,15.0,17.75,4.625,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.25,1.875,0.0,19.495,34.12,14.624999999999996,28.66125,5.458749999999998,34.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,209.5,15.5,225.0,11.037040963212156,24.932603688838864,0.8946923399939176
mp-864762,0.0,3.0,30.0,27.0,14.25,7.875,12.0,1.0,69.0,68.0,51.5,25.25,68.0,6.941,65.38,58.43899999999999,30.23275,17.573625,24.305,453.69,923.0,469.31,748.0925,174.9075,923.0,1.0,12.0,11.0,4.25,3.875,2.0,2.0,4.0,2.0,3.0,0.5,3.0,122.0,141.0,19.0,133.0,8.0,141.0,0.98,1.65,0.6699999999999999,1.3125,0.1687499999999999,1.31,1.0,2.0,1.0,1.75,0.375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,2.5,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,11.0,4.25,3.875,2.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.375,0.0,13.96,22.89,8.93,19.083333333325,3.806666666675,22.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,202.75,13.125,194.0,2.843178120661736,17.661468720240983,0.7268701705088958
mp-864756,0.0,12.0,70.0,58.0,50.25,19.75,70.0,39.0,75.0,36.0,55.25,16.25,39.0,24.305,173.054,148.749,121.30775,51.74625,173.054,429.75,1092.0,662.25,884.1875,227.21875,1092.0,2.0,13.0,11.0,5.25,3.875,3.0,3.0,6.0,3.0,5.0,1.0,6.0,141.0,187.0,46.0,164.25,22.75,187.0,1.26,1.78,0.52,1.4025,0.18875,1.26,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,10.0,10.0,2.5,3.75,0.0,0.0,14.0,14.0,7.0,7.0,14.0,2.0,16.0,14.0,11.75,4.875,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.25,1.875,0.0,22.89,34.12,11.229999999999997,28.8475,5.272499999999998,34.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,225.0,86.0,195.75,29.25,225.0,8.093940160925447,24.885856635894264,0.7497661640157074
mp-864764,0.0049153793750011,26.0,76.0,50.0,62.0,18.0,73.0,48.0,57.0,9.0,52.0,4.0,48.0,55.845,190.23,134.385,151.99269,48.07384499999999,180.94788,1811.0,3306.0,1495.0,2924.25,556.625,3290.0,5.0,8.0,3.0,6.5,1.5,5.0,4.0,6.0,2.0,5.5,0.75,6.0,132.0,170.0,38.0,154.0,16.0,170.0,1.5,2.2,0.7000000000000002,1.7575,0.2575,1.5,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.5,1.5,3.0,0.0,14.0,14.0,10.5,5.25,14.0,8.0,22.0,14.0,17.0,4.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,5.5,1.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,5.5,1.5,7.0,10.73,18.12,7.390000000000001,15.265,2.8550000000000004,18.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.5276657,0.79149855,0.0,194.0,229.0,35.0,220.25,13.125,229.0,16.362548432339963,15.424846623305154,0.7493901658659731
mp-864674,0.0009447765624983,13.0,67.0,54.0,44.25,22.75,67.0,33.0,73.0,40.0,52.0,19.0,33.0,26.9815386,164.93032,137.9487814,105.55554465,59.37477535,164.93032,692.68,1747.0,1054.3200000000002,1280.0375,466.9625,1747.0,3.0,13.0,10.0,7.75,4.75,3.0,3.0,6.0,3.0,4.75,1.25,6.0,121.0,192.0,71.0,156.75,35.25,192.0,1.23,1.65,0.4199999999999999,1.4300000000000002,0.2,1.23,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,10.0,10.0,2.5,3.75,0.0,0.0,11.0,11.0,5.5,5.5,11.0,3.0,13.0,10.0,10.25,3.625,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,1.5,3.0,0.0,5.0,5.0,2.75,1.375,3.0,13.96,30.7333333333,16.7733333333,22.97666666665,7.756666666649999,30.7333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,201.75,11.625,194.0,7.81622071902773,22.42658581966309,0.7065924020499335
mp-864733,0.2236309958333322,42.0,53.0,11.0,50.25,4.125,53.0,50.0,96.0,46.0,84.5,17.25,96.0,95.96,126.90447,30.94447000000001,119.1683525,11.604176250000004,126.90447,386.85,2896.0,2509.15,1014.1375,940.93125,386.85,6.0,17.0,11.0,14.25,4.125,17.0,5.0,5.0,0.0,5.0,0.0,5.0,139.0,154.0,15.0,142.75,5.625,139.0,2.16,2.66,0.5,2.535,0.1875,2.66,1.0,2.0,1.0,1.75,0.375,2.0,0.0,5.0,5.0,3.75,1.875,5.0,5.0,10.0,5.0,8.75,1.875,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,11.0,14.25,4.125,17.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,1.0,1.0,0.75,0.375,1.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,2.25,1.875,1.0,15.69,43.015,27.325000000000003,36.18375,10.246875,43.015,0.0,1.062,1.062,0.7965,0.39825,1.062,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,105.25,61.875,64.0,4.14893083193978,47.69310707385824,0.2476886829300776
mp-864735,0.0,25.0,77.0,52.0,38.0,19.5,25.0,52.0,60.0,8.0,54.0,3.0,52.0,54.938045,192.217,137.278955,89.25778375000002,51.47960812500001,54.938045,1519.0,2739.0,1220.0,1824.0,457.5,1519.0,7.0,9.0,2.0,7.5,0.75,7.0,4.0,6.0,2.0,4.5,0.75,4.0,139.0,141.0,2.0,139.5,0.75,139.0,1.55,2.2,0.6500000000000001,1.7125,0.24375,1.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,5.5,0.75,5.0,0.0,14.0,14.0,3.5,5.25,0.0,7.0,23.0,16.0,11.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.5,0.75,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.5,0.75,5.0,10.4875862069,14.21,3.722413793100001,11.418189655175,1.395905172412501,10.4875862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,0.0002325905172412,0.0001162952586206,0.000310120689655,217.0,225.0,8.0,219.0,3.0,217.0,10.662840982153584,13.900238911014162,0.8055278033821063
mp-864765,0.0523801862500006,9.0,72.0,63.0,14.75,9.541666666666666,9.0,2.0,93.0,91.0,66.25,35.666666666666664,93.0,18.9984032,178.49,159.49159680000002,33.28721112,24.200464813333337,18.9984032,53.5,2506.0,2452.5,337.21750000000003,378.29,53.5,1.0,17.0,16.0,11.916666666666666,6.777777777777779,17.0,2.0,6.0,4.0,2.583333333333333,0.7777777777777778,2.0,57.0,175.0,118.0,94.08333333333331,49.44444444444444,57.0,0.93,3.98,3.05,2.994166666666666,1.3144444444444443,3.98,1.0,2.0,1.0,1.75,0.375,2.0,0.0,5.0,5.0,3.333333333333333,2.222222222222222,5.0,0.0,2.0,2.0,0.1666666666666666,0.3055555555555555,0.0,0.0,14.0,14.0,1.1666666666666667,2.1388888888888893,0.0,1.0,18.0,17.0,6.416666666666667,2.708333333333333,7.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,0.0,8.0,8.0,0.6666666666666666,1.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,1.5833333333333333,1.0694444444444444,1.0,9.7075,29.2433333333,19.5358333333,15.632499999991666,7.899999999988889,9.7075,0.0,1.97,1.97,1.3133333333333332,0.8755555555555556,1.97,0.0,0.0,0.0,0.0,0.0,0.0,15.0,229.0,214.0,83.41666666666667,91.2222222222222,15.0,4.250408928356597,13.004563911811651,0.596421349860627
mp-864732,0.1457719841666644,32.0,70.0,38.0,55.0,15.0,70.0,39.0,79.0,40.0,56.75,17.75,39.0,72.64,173.054,100.414,132.78975,40.26425,173.054,594.22,1211.4,617.1800000000001,997.405,201.5925,1092.0,3.0,14.0,11.0,8.0,5.0,3.0,4.0,6.0,2.0,5.25,0.75,6.0,120.0,187.0,67.0,159.5,27.5,187.0,1.26,2.01,0.7499999999999998,1.555,0.2949999999999999,1.26,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.5,0.75,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,14.0,14.0,7.0,7.0,14.0,12.0,16.0,4.0,14.5,1.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.5,0.0,19.495,34.12,14.624999999999996,27.685,6.434999999999999,34.12,0.0,0.383,0.383,0.09575,0.143625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,217.25,11.625,225.0,9.752260717204418,22.609213437522104,0.7594067479383018
mp-864763,0.0,3.0,70.0,67.0,47.0,23.0,70.0,1.0,59.0,58.0,34.5,16.75,39.0,6.941,173.054,166.113,113.988625,59.065375,173.054,453.69,2237.0,1783.31,1218.6725,509.1637500000001,1092.0,1.0,9.0,8.0,4.0,2.5,3.0,2.0,6.0,4.0,4.75,1.375,6.0,128.0,187.0,59.0,161.0,26.0,187.0,0.98,2.28,1.2999999999999998,1.4449999999999998,0.4174999999999998,1.26,1.0,2.0,1.0,1.5,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.0,3.0,0.0,0.0,14.0,14.0,7.0,7.0,14.0,1.0,16.0,15.0,10.5,5.5,16.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,13.64,34.12,20.48,24.618333333325,9.501666666675,34.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,229.0,4.0,226.0,1.5,225.0,9.594735977053377,19.72653983435772,0.8614617770843283
mp-864748,0.0,12.0,64.0,52.0,47.25,17.625,64.0,27.0,75.0,48.0,49.25,22.25,27.0,24.305,157.25,132.945,113.40575,44.550375,157.25,429.75,1586.0,1156.25,1131.1875,454.8125,1586.0,2.0,13.0,11.0,5.25,3.875,3.0,3.0,6.0,3.0,5.0,1.0,6.0,141.0,196.0,55.0,168.75,27.25,196.0,1.2,1.78,0.5800000000000001,1.3725,0.20375,1.2,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,10.0,10.0,3.0,3.5,1.0,0.0,7.0,7.0,3.5,3.5,7.0,2.0,13.0,11.0,8.75,3.375,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,9.0,9.0,4.5,4.5,9.0,0.0,7.0,7.0,3.5,3.5,7.0,0.0,16.0,16.0,9.25,6.75,16.0,22.89,32.05,9.159999999999997,27.8125,4.237499999999998,32.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,194.0,55.0,180.25,20.625,194.0,6.897856467333945,27.30046347107579,0.7197107394980649
mp-864742,0.0380685376249996,11.0,50.0,39.0,20.75,14.625,11.0,2.0,80.0,78.0,21.5,29.25,2.0,22.98976928,118.71,95.72023072,46.91982696,35.89508651999999,22.98976928,370.87,505.08,134.20999999999998,404.4225,50.32875,370.87,1.0,14.0,13.0,4.25,4.875,1.0,3.0,5.0,2.0,3.5,0.75,3.0,139.0,166.0,27.0,159.25,10.125,166.0,0.93,1.96,1.0299999999999998,1.1875,0.38625,0.93,1.0,2.0,1.0,1.25,0.375,1.0,0.0,2.0,2.0,0.5,0.75,0.0,0.0,10.0,10.0,2.5,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,13.0,4.25,4.875,1.0,0.0,1.0,1.0,0.75,0.375,1.0,0.0,4.0,4.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.75,1.125,1.0,29.2433333333,33.285,4.041666666699996,30.253749999975,1.5156250000124984,29.2433333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,229.0,88.0,207.0,33.0,229.0,2.833663938384378,27.495217311643444,0.7824735751821725
