formula,bulk_modulus_voigt,bulk_modulus_reuss,bulk_modulus_vrh,material_id
TiGaRu2,212.674,212.674,212.674,mp-865448
V2CrFe,231.816,231.816,231.816,mp-865490
VI3,7.433,6.2620000000000005,6.8469999999999995,mp-865493
VSiTc2,258.765,258.765,258.765,mp-865472
VIr3,321.154,320.976,321.065,mp-865496
VTc2Ge,243.003,243.003,243.003,mp-865482
Pm2SnAu,65.878,65.878,65.878,mp-865467
ThGa3,85.694,85.656,85.675,mp-865450
Lu2AgRu,98.781,98.781,98.781,mp-865459
Ti2MnRu,193.143,193.143,193.143,mp-865469
VZnRu2,225.829,225.829,225.829,mp-865486
V2ReOs,289.662,289.662,289.662,mp-865497
VSiRu2,250.046,250.046,250.046,mp-865507
YAgHg2,69.569,69.569,69.569,mp-865502
YMgCd2,53.873,53.873,53.873,mp-865512
YCdPd2,97.382,97.382,97.382,mp-865520
TiMn2Al,159.093,159.093,159.093,mp-865531
V2TcRu,254.239,254.239,254.239,mp-865501
VSiOs2,286.547,286.547,286.547,mp-865506
LuI3,5.368,0.331,2.849,mp-865521
YCdAu2,87.395,87.395,87.395,mp-865522
YTaRu2,179.127,179.127,179.127,mp-865519
Lu2InAg,69.509,69.509,69.509,mp-865505
YMgZn2,59.874,59.874,59.874,mp-865515
TiMnRh2,183.807,183.807,183.807,mp-865523
YCdHg2,76.015,76.015,76.015,mp-865525
V2TcOs,275.44,275.44,275.44,mp-865499
YCdAg2,71.324,71.324,71.324,mp-865503
YAl3,71.156,69.649,70.402,mp-865527
LuZnPd2,111.102,111.102,111.102,mp-865563
Mn2VGe,224.329,224.329,224.329,mp-865554
TiMnCo2,168.613,168.613,168.613,mp-865537
LuZnRh2,138.683,138.683,138.683,mp-865566
VGaRu2,236.904,236.904,236.904,mp-865586
Y2CuRu,92.142,92.142,92.142,mp-865588
Y2AgRu,90.313,90.313,90.313,mp-865561
Be3Ru,180.623,180.254,180.438,mp-865562
Pm2SiAu,74.428,74.428,74.428,mp-865545
Ti2RePd,193.113,193.113,193.113,mp-865538
VGeRu2,236.881,236.881,236.881,mp-865585
Ti2NiMo,170.681,170.681,170.681,mp-865591
Pm2CuSi,68.269,68.269,68.269,mp-865547
Y2ZnRu,87.008,87.008,87.008,mp-865592
Ti2MnIr,212.034,212.034,212.034,mp-865569
Li2CdAu,44.869,44.869,44.869,mp-865577
NdPbAu2,75.68,75.68,75.68,mp-865597
Yb2CdPb,33.75,33.75,33.75,mp-865648
TiMn2W,243.092,243.092,243.092,mp-865656
GaSiRu2,228.828,228.828,228.828,mp-865615
TiMn2Si,207.779,207.779,207.779,mp-865652
Ti2TcRu,208.121,208.121,208.121,mp-865650
Ti2TcRh,203.459,203.459,203.459,mp-865649
Y2IrRh,119.564,119.564,119.564,mp-865603
Na2MgSn,23.903,21.993,22.948,mp-865625
Y2IrPd,109.327,109.327,109.327,mp-865600
Y2MgAl,54.789,54.789,54.789,mp-865602
TiNbRe2,250.96,250.96,250.96,mp-865653
LuGaRh2,149.694,149.694,149.694,mp-865609
YbMgCd2,38.38,38.38,38.38,mp-865661
TiGeRu2,228.106,228.106,228.106,mp-865640
MgRh3,181.406,181.188,181.297,mp-865611
TiSiTc2,228.921,228.921,228.921,mp-865669
TiSiRu2,244.997,244.997,244.997,mp-865681
HoGaRh2,143.634,143.634,143.634,mp-865696
Ti2ReIr,234.973,234.973,234.973,mp-865717
YbCdHg2,41.342,41.342,41.342,mp-865742
TiZnAu2,133.602,133.602,133.602,mp-865730
TiMn2V,195.509,195.509,195.509,mp-865678
Ti2ReNi,194.083,194.083,194.083,mp-865728
CoTc3,288.198,287.379,287.788,mp-865733
Li2InSn,35.36,35.36,35.36,mp-865737
LiPrHg2,47.688,47.688,47.688,mp-865738
TiRe2W,287.241,287.241,287.241,mp-865664
YbCdAg2,53.798,53.798,53.798,mp-865739
Ga2IrRh,198.415,198.415,198.415,mp-865743
Ti2MnNi,173.551,173.551,173.551,mp-865712
Li2HgPd,52.245,52.245,52.245,mp-865731
TiSiOs2,283.881,283.881,283.881,mp-865680
YbGaRh2,130.602,130.602,130.602,mp-865757
Y2MgGe2,72.93,72.762,72.846,mp-865747
BeSiNi2,196.801,196.801,196.801,mp-865792
Ti2MnOs,210.074,210.074,210.074,mp-865768
CrSiRu2,253.029,253.029,253.029,mp-865791
CrPd3,152.758,152.758,152.758,mp-865786
YbInAg2,55.757,55.757,55.757,mp-865789
LiSc2Rh,85.14,85.14,85.14,mp-865793
LiSc2Ru,87.654,87.654,87.654,mp-865795
Ti2MoPt,194.966,194.966,194.966,mp-865803
TiTc2Sb,210.128,210.128,210.128,mp-865809
Ti2MoIr,208.29,208.29,208.29,mp-865807
LuHfRu2,163.884,163.884,163.884,mp-865846
TiTc2W,257.893,257.893,257.893,mp-865810
Ti2OsRu,231.602,231.602,231.602,mp-865842
Lu2CuPt,101.128,101.128,101.128,mp-865847
YbMgTl2,35.189,35.189,35.189,mp-865813
LuCdRh2,128.593,128.593,128.593,mp-865796
TaZnCo2,201.21,201.21,201.21,mp-865805
Ti2TcIr,223.944,223.944,223.944,mp-865840
YbMgHg2,42.899,42.899,42.899,mp-865814
LiSmHg2,50.518,50.518,50.518,mp-865812
Yb2CuIr,69.855,69.855,69.855,mp-865845
YbNbRu2,163.841,163.841,163.841,mp-865857
Li2TlPd,48.609,48.609,48.609,mp-865863
Ti3Tl,108.987,108.756,108.872,mp-865900
LiZr2Os,134.753,134.753,134.753,mp-865870
YbPmAg2,51.003,51.003,51.003,mp-865896
Ti3Os,160.895,160.895,160.895,mp-865899
LiZr2Tc,117.351,117.351,117.351,mp-865893
Li2AgHg,37.398,37.398,37.398,mp-865874
Li2AgAu,49.503,49.503,49.503,mp-865879
YbPmAu2,68.459,68.459,68.459,mp-865894
LiZrRh2,137.351,137.351,137.351,mp-865868
Li2YTl,41.319,41.319,41.319,mp-865867
TiSnRu2,205.955,205.955,205.955,mp-865888
Be2CuPt,173.915,173.915,173.915,mp-865869
GaGeRu2,203.806,203.806,203.806,mp-865895
Li2AcIn,35.03,35.03,35.03,mp-865897
Ti2TcNi,168.312,168.312,168.312,mp-865878
Ti2TcOs,225.088,225.088,225.088,mp-865876
LuInRh2,138.075,138.075,138.075,mp-865884
TiZnCo2,180.042,180.042,180.042,mp-865898
YbPmPt2,91.912,91.912,91.912,mp-865903
BeCo2Si,226.523,226.523,226.523,mp-865901
LiZn2Rh,102.513,102.513,102.513,mp-865912
TiVRe2,257.696,257.696,257.696,mp-865916
Ti2TcPt,201.234,201.234,201.234,mp-865928
LiSc2Tc,82.734,82.734,82.734,mp-865936
Yb2HgPb,37.023,37.023,37.023,mp-865908
MgAlIr2,188.646,188.646,188.646,mp-865921
MgAlAg2,80.359,80.359,80.359,mp-865919
LiSiIr2,230.966,230.966,230.966,mp-865933
AcTiO3,179.412,179.412,179.412,mp-865927
TiZnCu2,130.031,130.031,130.031,mp-865930
LiMg2,30.207,30.134,30.17,mp-865939
BeSiIr2,268.28,268.28,268.28,mp-865904
TiVTc2,226.153,226.153,226.153,mp-865914
YbPmZn2,45.614,45.614,45.614,mp-865920
Cd2PtRh,136.955,136.955,136.955,mp-865929
Cd2PdRh,123.024,123.024,123.024,mp-865926
LiZrIr2,164.912,164.912,164.912,mp-865925
Ti2TcPd,182.368,182.368,182.368,mp-865931
Li2CaSn,34.099,34.099,34.099,mp-865964
CdPd3,135.856,135.704,135.78,mp-865985
Ti2ReRh,213.72,213.72,213.72,mp-865948
Li2CaSi,40.875,40.875,40.875,mp-865965
BeAlIr2,237.931,237.931,237.931,mp-865966
LiGaAg2,66.916,66.916,66.916,mp-865963
CoRe3,353.029,352.783,352.906,mp-865960
AcTlAu2,59.76,59.76,59.76,mp-865952
AcMgCd2,43.051,43.051,43.051,mp-865979
TmCdHg2,64.458,64.458,64.458,mp-865983
TmCdPd2,102.769,102.769,102.769,mp-865982
BaTlHg2,26.909,26.909,26.909,mp-865984
Ac2IrAu,75.286,75.286,75.286,mp-865951
Y3Al7Cu2,87.323,86.563,86.943,mp-865990
Er2InAg,65.736,65.736,65.736,mp-866004
YbSmZn2,45.837,45.837,45.837,mp-865991
Al2IrRu,218.535,218.535,218.535,mp-865989
YbSnAu2,70.05,70.05,70.05,mp-865995
YbSnRh2,126.934,126.934,126.934,mp-865992
Dy2TlCd,57.964,57.964,57.964,mp-866005
CaLaCd2,40.129,40.129,40.129,mp-866000
AlVRu2,236.108,236.108,236.108,mp-866001
CaSmHg2,49.261,49.261,49.261,mp-866014
ErI3,5.562,0.63,3.096,mp-866003
CaPrZn2,43.686,43.686,43.686,mp-866015
Dy2TlAg,61.975,61.975,61.975,mp-866008
Ac2ZnGe,47.092,47.092,47.092,mp-866018
Be2RhAu,183.765,183.765,183.765,mp-866024
YbSmHg2,50.682,50.682,50.682,mp-866020
Hf2ZnRe,160.36,160.36,160.36,mp-866012
YbPrZn2,43.874,43.874,43.874,mp-865997
MgTaOs2,228.974,228.974,228.974,mp-866071
AlZnRh2,184.832,184.832,184.832,mp-866033
GaNiRh2,173.642,173.642,173.642,mp-866037
HfSiRu2,228.517,228.517,228.517,mp-866062
Nd2CdIn,50.858,50.858,50.858,mp-866067
MgSc2Tl,58.309,58.309,58.309,mp-866080
Al2FeIr,203.229,203.229,203.229,mp-866031
MgSc2Cd,57.839,57.839,57.839,mp-866077
AcN,79.844,75.561,77.703,mp-866056
NdDyMg2,40.013,40.013,40.013,mp-866063
CaSmZn2,45.189,45.189,45.189,mp-866061
MgScRh2,127.869,127.869,127.869,mp-866069
MgSnRh2,147.583,147.583,147.583,mp-866073
HfZnAu2,137.013,137.013,137.013,mp-866117
MgSiRh2,179.203,179.203,179.203,mp-866087
CaCdHg2,38.807,38.807,38.807,mp-866104
Ac2IrPd,77.317,77.317,77.317,mp-866107
HoTaRu2,183.596,183.596,183.596,mp-866116
Tm2TlAg,66.273,66.273,66.273,mp-866120
HoNbRu2,173.786,173.786,173.786,mp-866112
V3Os,246.21,246.21,246.21,mp-866121
HfZnCu2,129.32,129.32,129.32,mp-866094
HfZn3,106.995,106.547,106.771,mp-866108
Hf2CoTc,177.082,177.082,177.082,mp-866088
HfTc2W,246.139,246.139,246.139,mp-866114
Ac2MgSn,38.111,38.111,38.111,mp-866103
LuTaOs2,218.717,218.717,218.717,mp-866127
NaTmTl2,37.535,37.535,37.535,mp-866128
Lu2TlAg,65.545,65.545,65.545,mp-866131
LuTaRu2,190.885,190.885,190.885,mp-866125
Be2PdRh,193.549,193.549,193.549,mp-866115
MgSiIr2,213.993,213.993,213.993,mp-866086
TiBeCo2,191.214,191.214,191.214,mp-866152
TiFe2Si,230.374,230.374,230.374,mp-866141
Y2PdRu,102.15,102.15,102.15,mp-866166
TiBe2Ir,189.33,189.33,189.33,mp-866139
Lu2TlCd,60.239,60.239,60.239,mp-866133
Na2TlSb,24.55,24.55,24.55,mp-866132
TiGaPd2,155.629,155.629,155.629,mp-866140
YMgHg2,61.585,61.585,61.585,mp-866164
TiBeRh2,203.582,203.582,203.582,mp-866143
KTl2Bi,22.656,22.656,22.656,mp-866169
Li2PdAu,68.175,68.175,68.175,mp-866176
YMgAu2,83.086,83.086,83.086,mp-866171
TiAlRu2,209.627,209.627,209.627,mp-866155
ThSnAu2,99.611,99.611,99.611,mp-866174
VFe3,195.459,195.459,195.459,mp-866134
TiBeIr2,241.903,241.903,241.903,mp-866154
YGaRh2,138.306,138.306,138.306,mp-866156
YMgRh2,109.638,109.638,109.638,mp-866165
TiInPd2,125.716,125.716,125.716,mp-866168
YMgAg2,64.686,64.686,64.686,mp-866162
YInRh2,127.682,127.682,127.682,mp-866163
Yb2CdIn,34.611,34.611,34.611,mp-866175
VRh3,251.269,250.809,251.039,mp-866161
HoMg3,40.634,40.634,40.634,mp-866172
LiSm2Os,74.266,74.266,74.266,mp-866150
Li2NdTl,39.457,39.457,39.457,mp-866179
Ti2MnRh,191.897,191.897,191.897,mp-866218
Li2PrIn,38.333,38.333,38.333,mp-866196
HfSnRu2,199.577,199.577,199.577,mp-866219
TiTc2Mo,248.307,248.307,248.307,mp-866213
Li2LaIn,37.747,37.747,37.747,mp-866193
AcYbHg2,42.483,42.483,42.483,mp-866203
Ti2ZnRe,168.977,168.977,168.977,mp-866183
Lu2CdIn,59.863,59.863,59.863,mp-866211
Ti2ZnTc,158.023,158.023,158.023,mp-866187
AcAg,43.963,43.963,43.963,mp-866199
Li2NdIn,40.663,40.663,40.663,mp-866181
CaNdZn2,44.441,44.441,44.441,mp-866220
Pm2SiHg,66.613,66.613,66.613,mp-866204
TlCdRh2,137.541,137.541,137.541,mp-866188
AcMgHg2,48.779,48.779,48.779,mp-866225
Be2NiPt,197.731,197.731,197.731,mp-866224
BeVCo2,44.835,44.835,44.835,mp-866288
ErSnRu2,150.594,150.594,150.594,mp-866285
CaDyHg2,51.03,51.03,51.03,mp-866228
AcMg,30.934,30.934,30.934,mp-866286
CaYHg2,52.306,52.306,52.306,mp-866223
Al2IrOs,233.311,233.311,233.311,mp-866284
DySnAu2,88.94,88.94,88.94,mp-866287
Ca2SnHg,36.778,36.778,36.778,mp-866229
Ca5Al2(SiN4)2,126.039,125.797,125.918,mp-866314
TiFe2Ge,210.464,210.464,210.464,mp-866375
ScCdAg2,80.644,80.644,80.644,mp-867127
BeGaIr2,238.142,238.142,238.142,mp-867116
BeSiOs2,286.259,286.259,286.259,mp-867107
Sc2CuPt,112.788,112.788,112.788,mp-867117
TaTiOs2,267.946,267.946,267.946,mp-867123
SmHoMg2,40.49,40.49,40.49,mp-867130
Sc2CoOs,137.844,137.844,137.844,mp-867110
ReOs3,395.857,394.907,395.382,mp-867141
SmMgCd2,52.617,52.617,52.617,mp-867131
TaBeRu2,234.983,234.983,234.983,mp-867114
TaMn2Al,201.123,201.123,201.123,mp-867120
LaSnAu2,77.314,77.314,77.314,mp-867118
Al2RuPt,201.068,201.068,201.068,mp-867125
ScVRu2,194.203,194.203,194.203,mp-867137
CaMgHg2,40.504,40.504,40.504,mp-867144
SmDyMg2,40.294,40.294,40.294,mp-867159
SmGa3,69.597,69.05,69.324,mp-867143
BaNaHg2,20.768,20.768,20.768,mp-867147
SrMgTl2,29.945,29.945,29.945,mp-867172
Sr2CdSn,29.052,29.052,29.052,mp-867149
LiHfRh2,145.866,145.866,145.866,mp-867148
LiCd2Au,64.741,64.741,64.741,mp-867160
SmMgHg2,59.687,59.687,59.687,mp-867181
Pm3Pb,44.905,44.905,44.905,mp-867189
SmCdHg2,60.568,60.568,60.568,mp-867157
SrLi2Sn,30.554,30.554,30.554,mp-867171
PrMgCd2,50.25,50.25,50.25,mp-867178
ScNbRu2,196.752,196.752,196.752,mp-867146
Sr2SnHg,30.248,30.248,30.248,mp-867169
ScGaRu2,167.594,167.594,167.594,mp-867156
PrCdHg2,57.938,57.938,57.938,mp-867177
LiCa2Tl,26.242,26.242,26.242,mp-867167
LiCa2In,27.505,27.505,27.505,mp-867211
Er2IrRu,130.801,130.801,130.801,mp-867214
Sr2HgPb,28.446,28.446,28.446,mp-867207
TcOs3,377.424,376.604,377.014,mp-867212
TaFeRu2,238.287,238.287,238.287,mp-867216
CaPrHg2,47.326,47.326,47.326,mp-867217
CaNdCd2,41.739,41.739,41.739,mp-867224
LiY2Ir,80.823,80.823,80.823,mp-867235
Sm2TlCd,53.486,53.486,53.486,mp-867191
TbMgHg2,61.719,61.719,61.719,mp-867234
Pm,35.283,35.282,35.282,mp-867200
LiCd2Pt,84.2,84.2,84.2,mp-867206
Ce3(TaN3)2,173.264,169.089,171.176,mp-867221
LiCd2Pd,71.539,71.539,71.539,mp-867196
SmAgHg2,67.274,67.274,67.274,mp-867218
Sc2ZnIr,119.005,119.005,119.005,mp-867233
Sc2ZnGa,78.569,78.569,78.569,mp-867242
LiZn2Pd,87.893,87.893,87.893,mp-867250
Be2CoNi,194.115,194.115,194.115,mp-867271
LiZn2Ni,41.35,41.35,41.35,mp-867252
Re3Os,374.759,374.32,374.539,mp-867264
Be2IrPt,238.159,238.159,238.159,mp-867280
TaAlFe2,219.675,219.675,219.675,mp-867249
LiZn2Pt,104.433,104.433,104.433,mp-867251
SmAgAu2,84.99,84.99,84.99,mp-867254
Ac2GePd,56.205,56.205,56.205,mp-867241
Sc2ZnOs,120.86,120.86,120.86,mp-867243
Be2CoIr,219.36,219.36,219.36,mp-867274
Ho2MgAl,55.443,55.443,55.443,mp-867277
LiAlCu2,87.133,87.133,87.133,mp-867272
BeVOs2,276.013,276.013,276.013,mp-867275
LiZn2Au,80.793,80.793,80.793,mp-867255
Be2CoPt,207.943,207.943,207.943,mp-867270
LiZn2Ir,116.817,116.817,116.817,mp-867253
CaPrCd2,40.978,40.978,40.978,mp-867257
ScCdHg2,68.137,68.137,68.137,mp-867263
LiZnPd2,109.393,109.393,109.393,mp-867258
Tc3Pt,286.948,285.212,286.08,mp-867281
CaMgTl2,33.477,33.477,33.477,mp-867266
Be2CuIr,210.143,210.143,210.143,mp-867273
TbGa3,71.534,70.868,71.201,mp-867246
TbHg3,60.055,59.711,59.883,mp-867288
Ga2RuRh,199.112,199.112,199.112,mp-867292
LiCo2Si,171.867,171.867,171.867,mp-867293
TbTe,61.543,59.26,60.402,mp-867290
Al2CoIr,199.848,199.848,199.848,mp-867319
LiInAu2,76.048,76.048,76.048,mp-867287
Be2RuAu,193.573,193.573,193.573,mp-867307
LiTb2Ir,81.503,81.503,81.503,mp-867285
AlCuAu2,134.721,134.721,134.721,mp-867306
BeVFe2,212.177,212.177,212.177,mp-867304
DyMgSn,58.022,57.911,57.967,mp-867348
Ca2MgIn,30.387,30.387,30.387,mp-867350
Al2RuRh,200.128,200.128,200.128,mp-867326
TcIr3,342.254,341.741,341.997,mp-867345
Tc3Ni,290.989,282.368,286.678,mp-867357
ThCdAg2,82.451,82.451,82.451,mp-867372
TcRu3,309.013,308.165,308.589,mp-867356
ThCdAu2,99.567,99.567,99.567,mp-867353
Hf2TcRu,193.02,193.02,193.02,mp-867327
ThCdHg2,72.453,72.453,72.453,mp-867346
AcPbAu2,65.405,65.405,65.405,mp-867422
CeTlAu2,83.944,83.944,83.944,mp-867361
TaGaFe2,222.56,222.56,222.56,mp-867507
CsTi6O12,118.587,113.452,116.019,mp-867568
ScSnRu2,169.616,169.616,169.616,mp-867748
DyMgAu2,84.578,84.578,84.578,mp-867762
TaCuRh2,224.467,224.467,224.467,mp-867771
Al3Cr,106.002,106.001,106.001,mp-867780
ScZnRh2,151.149,151.149,151.149,mp-867769
Sc2CoRu,135.073,135.073,135.073,mp-867761
DyMgCd2,54.341,54.341,54.341,mp-867773
Al2NiRu,180.486,180.486,180.486,mp-867775
LiYHg2,52.184,52.184,52.184,mp-867810
Sc2CuIr,129.422,129.422,129.422,mp-867794
ReIr3,359.215,358.576,358.896,mp-867792
LiYTl2,41.8,41.8,41.8,mp-867807
ScNbTc2,186.133,186.133,186.133,mp-867795
TaTiMn2,207.781,207.781,207.781,mp-867821
TaGaOs2,268.88,268.88,268.88,mp-867788
DyMgHg2,62.879,62.879,62.879,mp-867826
LiCa2Cd,23.718,23.718,23.718,mp-867803
ScNbOs2,220.674,220.674,220.674,mp-867786
Sc2CuOs,127.176,127.176,127.176,mp-867802
LiVRh2,179.191,179.191,179.191,mp-867829
LiHfPt2,146.996,146.996,146.996,mp-867834
BeNbRu2,227.135,227.135,227.135,mp-867828
SmYMg2,40.002,40.002,40.002,mp-867861
Ca2TlCd,32.155,32.155,32.155,mp-867849
SmCu4Ag,100.508,100.508,100.508,mp-867863
BeFeRh2,206.038,206.038,206.038,mp-867840
TaTiRe2,257.421,257.421,257.421,mp-867846
BeSiRu2,247.221,247.221,247.221,mp-867835
ScMnRh2,149.04,149.04,149.04,mp-867850
BeCrRu2,254.421,254.421,254.421,mp-867837
ScInRh2,149.145,149.145,149.145,mp-867842
SmCdAg2,67.735,67.735,67.735,mp-867853
SmMgAg2,62.849,62.849,62.849,mp-867862
AcAu3,77.484,72.369,74.927,mp-867838
BeVRu2,241.663,241.663,241.663,mp-867874
SmHg3,57.702,57.386,57.544,mp-867879
ScTlRh2,143.099,143.099,143.099,mp-867881
Sm2IrRh,110.279,110.279,110.279,mp-867899
SmAl3,69.393,68.07,68.731,mp-867870
LiTm2Al,53.804,53.804,53.804,mp-867873
AlGeRu2,214.114,214.114,214.114,mp-867904
AlFe2Si,214.474,214.474,214.474,mp-867878
ScZnCu2,99.218,99.218,99.218,mp-867896
ScTaRu2,204.892,204.892,204.892,mp-867897
Sm2MgAl,50.087,50.087,50.087,mp-867894
ScCdRh2,139.152,139.152,139.152,mp-867909
Sm2AgRu,83.326,83.326,83.326,mp-867869
LiSiRh2,186.513,186.513,186.513,mp-867902
ScCdPd2,113.454,113.454,113.454,mp-867911
SmCdAu2,82.573,82.573,82.573,mp-867882
LiCdPd2,93.448,93.448,93.448,mp-867924
SrAcHg2,37.418,37.418,37.418,mp-867925
LiVIr2,223.046,223.046,223.046,mp-867927
ScGaIr2,192.627,192.627,192.627,mp-867916
ScAlRh2,163.077,163.077,163.077,mp-867922
Sm2MgGe2,68.695,68.305,68.5,mp-867932
CuGeRh2,199.92,199.92,199.92,mp-867917
K2Rh2O5,95.061,73.699,84.38,mp-867920
ScGaRh2,163.021,163.021,163.021,mp-867928
ErNbRu2,177.241,177.241,177.241,mp-867919
SmPbAu2,77.954,77.954,77.954,mp-867985
LaInHg2,52.025,52.025,52.025,mp-867979
SmInRh2,121.874,121.874,121.874,mp-867978
ZrNiSn,115.909,115.909,115.909,mp-924129
TiNiSn,123.819,123.819,123.819,mp-924130
HfNiSn,127.878,127.878,127.878,mp-924128
NaSnSb,23.596,21.731,22.663,mp-952566
TiFeTe,146.311,146.311,146.311,mp-961673
TiSnPd,118.974,118.974,118.974,mp-961682
ZrSnPt,133.908,133.908,133.908,mp-961713
ZrSnPd,118.393,118.393,118.393,mp-961687
ZrInAu,106.206,106.206,106.206,mp-961693
NaCaAs,33.378,33.378,33.378,mp-961685
FeSb3,103.95,97.054,100.502,mp-971669
DyYHg2,66.15,66.15,66.15,mp-971799
SrSiPt,78.261,78.261,78.261,mp-971914
Zn3Cu,93.822,90.98,92.401,mp-972042
V3Mo,203.583,203.583,203.583,mp-972071
YbTmHg2,53.312,53.312,53.312,mp-972062
Zn6Mo,91.897,91.897,91.897,mp-972048
V2MoOs,263.582,263.582,263.582,mp-972205
Zr3As2,125.489,125.326,125.408,mp-972228
TaNbTc2,251.053,251.053,251.053,mp-972323
TcPt3,261.369,261.32,261.344,mp-972326
Ti2ReTc,217.331,217.331,217.331,mp-972241
YbMg,24.014,24.014,24.014,mp-972352
Ti2IrW,216.082,216.082,216.082,mp-972337
Ti2VIr,179.691,179.691,179.691,mp-972238
SmSnAu2,84.809,84.809,84.809,mp-972526
SmTmTl2,52.625,52.625,52.625,mp-972541
SmHgAu2,83.971,83.971,83.971,mp-972623
Sm2TlAg,57.182,57.182,57.182,mp-972536
SmHoTl2,52.516,52.516,52.516,mp-972653
SmErHg2,62.653,62.653,62.653,mp-972635
SmCoSi3,136.665,135.753,136.209,mp-972659
SiTc2W,286.173,286.173,286.173,mp-972810
ScTiRu2,177.267,177.267,177.267,mp-972957
Sc2RuAu,125.306,125.306,125.306,mp-972879
Sc2AlAg,78.735,78.735,78.735,mp-972907
MgInAg2,68.284,68.284,68.284,mp-973088
KTcO3,180.938,180.938,180.938,mp-973267
LuSi2Ni,130.058,127.58,128.819,mp-973633
Lu,44.891,44.811,44.851,mp-973571
Lu2ZnAg,69.957,69.957,69.957,mp-973653
Lu2Mo2C3,168.463,165.964,167.213,mp-973756
LaPrHg2,51.146,51.146,51.146,mp-973887
Lu2CdAg,66.319,66.319,66.319,mp-973956
LiIn(IO3)4,30.283,29.239,29.761,mp-973966
HoErTl2,52.564,52.564,52.564,mp-974221
Ir3Ru,337.871,337.87,337.871,mp-974358
OsRu3,331.586,330.805,331.196,mp-974326
Re2C,402.964,398.729,400.846,mp-974437
Re3Ru,353.162,352.819,352.99,mp-974455
Re3N,390.212,386.151,388.181,mp-974435
Pt3Rh,249.587,249.526,249.556,mp-974395
HfZrTc2,182.079,182.079,182.079,mp-974943
Li(SiRh)2,164.299,161.554,162.926,mp-975044
NdSmHg2,57.477,57.477,57.477,mp-975049
Rb(FeAs)2,41.586,37.581,39.583,mp-975359
PrZnSbO,62.78,59.438,61.109,mp-975646
Pr3(CuSn)4,79.803,79.539,79.671,mp-975640
PrTe2,54.866,54.808,54.837,mp-975652
PrNdHg2,55.153,55.153,55.153,mp-975883
PrNdTl2,50.892,50.892,50.892,mp-975896
PrNdZn2,51.524,51.524,51.524,mp-975822
MoRu3,295.941,295.579,295.76,mp-975834
Li3Cd,22.674,22.616,22.645,mp-867343
Pr2AgHg,54.491,54.491,54.491,mp-975788
NdHoIn2,55.325,55.325,55.325,mp-975933
Li3Hg,25.641,25.64,25.641,mp-976047
Hf3Tl,104.547,104.414,104.481,mp-976106
Hf3Ge2,134.328,133.515,133.921,mp-976273
Li2AcTl,33.082,33.082,33.082,mp-976333
LiBr,19.465,19.456,19.461,mp-976280
LiLuHg2,54.534,54.534,54.534,mp-976426
MgPd5,141.034,140.587,140.811,mp-977059
NaTcO3,190.453,190.453,190.453,mp-977176
Ta2ReMo,256.583,256.583,256.583,mp-977353
ZnGaIr2,216.901,216.901,216.901,mp-977356
TbMgRh2,113.246,113.246,113.246,mp-977396
Ho2MgIn,53.469,53.469,53.469,mp-977392
NpH3,95.752,94.748,95.25,mp-977385
Ta2TcMo,242.63,242.63,242.63,mp-977363
TbCdAu2,87.541,87.541,87.541,mp-977376
HoBr3,6.907,0.365,3.636,mp-977375
Ta3Ru,225.21,225.21,225.21,mp-977390
HoMgHg2,62.805,62.805,62.805,mp-977369
CdInRh2,144.382,144.382,144.382,mp-977367
NbGaRu2,233.221,233.221,233.221,mp-977401
ZnGaRh2,177.634,177.634,177.634,mp-977362
ZnSiRh2,204.49,204.49,204.49,mp-977384
TbCdAg2,71.476,71.476,71.476,mp-977398
Pm2SnHg,58.633,58.633,58.633,mp-977372
LiMg2Pd,57.675,57.675,57.675,mp-977380
LiMgPd2,84.673,84.673,84.673,mp-977399
Ta2VRu,227.823,227.823,227.823,mp-977382
Hf2ReRh,197.44,197.44,197.44,mp-977407
HoCdAu2,89.835,89.835,89.835,mp-977415
Zn2PtRh,174.554,174.554,174.554,mp-977427
LiMgAu2,68.967,68.967,68.967,mp-977418
ZrAlRu2,188.517,188.517,188.517,mp-977436
MgInRh2,136.968,136.968,136.968,mp-977438
TbGaRh2,132.553,132.553,132.553,mp-977421
Yb2ZnGa,37.583,37.583,37.583,mp-977442
MgNbRu2,188.842,188.842,188.842,mp-977430
Nb3Ru,208.891,208.891,208.891,mp-977434
Ta2CrRu,243.884,243.884,243.884,mp-977425
MgScAg2,72.567,72.567,72.567,mp-977554
LiNbIr2,209.556,209.556,209.556,mp-977563
MgMnRh2,136.68,136.68,136.68,mp-977463
MgZnRh2,140.599,140.599,140.599,mp-977547
ZrCdAu2,121.203,121.203,121.203,mp-977462
LiTbTl2,42.072,42.072,42.072,mp-977542
ZrGeRu2,205.066,205.066,205.066,mp-977443
ZrScOs2,188.108,188.108,188.108,mp-977550
Hf2TcOs,206.099,206.099,206.099,mp-977541
Zr2OsRu,196.255,196.255,196.255,mp-977549
ZrTc2W,238.342,238.342,238.342,mp-977545
Pm2ZnGa,56.628,56.628,56.628,mp-977546
PaAgO3,140.937,140.937,140.937,mp-977455
LiTaIr2,222.448,222.448,222.448,mp-977561
ZrNbTc2,203.512,203.512,203.512,mp-977534
Dy2MgGe2,73.963,73.675,73.819,mp-977559
MgScPd2,101.961,101.961,101.961,mp-977566
ZrCdRh2,161.156,161.156,161.156,mp-977537
