model,RMSE_mean,RMSE_std,MAE_mean,MAE_std,R2_mean,R2_std
Fusion,0.09795904094884952,0.0035031621654791453,0.053695163875818255,0.002114113648906442,0.9335901260375976,0.004776175576529668
