,RMSE,RMSE,MAE,MAE,R2,R2
,mean,std,mean,std,mean,std
model,,,,,,
GNN,0.10059825217077792,0.004400776863631403,0.06043277010321617,0.0012492252910049411,0.9299279570579528,0.006110793541451648
Magpie,0.13038166986901306,0.001121911213691826,0.07740021281457032,0.0015608800442938567,0.8824674081183759,0.002029568044450924
raw Hybrid,0.10195344195325358,0.002787195086198409,0.05797776014645887,0.0016913455799279376,0.9280943729314416,0.003940903179085028
